kommunenr,kommune,fil,dokumenttype,tittel,side,avsnitt,n_sterk,n_svak,treff,n_treff,format,url
3330,Hol,3330_hol_samfunnsdel_2018-2030,samfunnsdel,Kommuneplanens samfunnsdel 2018-2030,33,"De langsiktige arealstrategiene som legges til grunn for kommuneplanens arealdel innarbeides i kommuneplanens samfunnsdel. Overordnede mål og strategier for samfunnsutvikling skal forme valg og utforming av arealstrategiene. Disse skal gi klare føringer og rammer for videre planlegging og utbygging i kommunen, og legges til grunn for kommunens vurdering av utbyggingsområder, reguleringsplaner og andre areal- og naturbruksspørsmål. Boligutvikling Når kommunen har som mål å øke innbyggertallet, må den sørge for tilstrekkelige arealer til bolig nå og i all overskuelig fremtid. Hovedvekten av utviklingen må komme i tettstedene og grendene. Da er det viktig at disse ikke er bygget inne mellom hytteområder og industriområder. Områdene rundt sentrum som settes av til boligformål, må således være store nok til å tåle vekst i innbyggertallet langt utover planperioden. For å få gode boligområder med trivelig nærmiljø og godt oppvekstmiljø, er det viktig at det bor folk i husene. Det blir derfor viktig å, i den grad det er mulig, sørge for at boligområdene har hus som benyttes som helårsbolig og ikke hytter. Kommunen har behov for større mangfold i boligtilbudet. Nye typer boliger i sentrumsnære områder, slik som leilighetsbygg og flermannsboliger vil kunne være attraktivt for flere grupper. Unge i en etableringsfase vil kunne få en enklere vei inn på boligmarkedet. Eldre som ønsker kortere vei til tjenester og mindre jobb med stell og vedlikehold av hus og hager, vil kunne flytte til en sentrumsnær leilighet og overlate enebolig eller bruk til neste generasjon eller innflyttere. Sentrumsutvikling Geilo Geilo sentrum skal være et kompakt, levende og trivelig sentrum for alle. Det skal være et knutepunkt for ferdsel, handel og forretning, men også et attraktivt",2,1,"innbyggertallet, eldre",3,pdf,https://www.hol.kommune.no/siteassets/dokumenter-hol/plan-og-utvikling/planer-og-bestemmelser/kommuneplaner/kommuneplaner/kommuneplanens-samfunnsdel-2018-2030.pdf
3330,Hol,3330_hol_planstrategi_2024-2027,planstrategi,Kommunal planstrategi 2024-2027 - endelig vedtatt,2,"KOMMUNAL PLANSTRATEGI 2024- 2027 1. INNHOLD 1. INNHOLD .......................................................................................................................2 2. KOMMUNAL PLANSTRATEGI.......................................................................................4 3. KOMMUNENS PLANSYSTEM .......................................................................................4 4. UTVIKLINGSTREKK I HOL KOMMUNE 2024................................................................5 4.1 Befolkningsutvikling......................................................................................................5 4.2 Boligutvikling ...........................................................................................................9 4.3 Fritidsbolig ...............................................................................................................9 4.4 Sysselsetting .........................................................................................................11 4.5 Arealregnskap .......................................................................................................11 5. NASJONALE FORVENTNINGER 2023-2027...............................................................13 6. FNs BÆREKRAFTSMÅL..............................................................................................13 7. REGIONAL PLANSTRATEGI FOR BUSKERUD ..........................................................13 8. STATUS, PRIORITERINGER OG PLANBEHOV I HOL KOMMUNE ............................13 Samfunnskvaliteter .......................................................................................................14 Livsløp ..........................................................................................................................19 Arbeid og næringsutvikling ...........................................................................................22 Infrastruktur ..................................................................................................................24 9. RULLERING AV OVERORDNA PLANER OG PLANBEHOV .......................................27 Kommuneplanens samfunnsdel 2018-2030, vedtatt 2018 ........................................27 Kommuneplanens arealdel 2014-2025, vedtatt 2014 .................................................27 Kommunedelplan for Geilo, vedtatt 2010...................................................................27 Tematiske kommunedelplaner ..................................................................................27 Sektorplaner (handlingsplaner, temaplaner, hovedplaner, fagplaner) ...................28 Planlagte kommunale reguleringsplaner og strategiarbeid ....................................30 10. PRIORITERING AV OVERORDNA PLANARBEID I HOL KOMMUNE 2024-2027 ...31",1,1,befolkningsutvikling,2,pdf,https://www.hol.kommune.no/siteassets/dokumenter-hol/plan-og-utvikling/planer-og-bestemmelser/kommuneplaner/kommuneplaner/planstrategi-2024-2027/endelig-vedtatt-kommunal-planstrategi-2024-2027.pdf
3330,Hol,3330_hol_planstrategi_2024-2027,planstrategi,Kommunal planstrategi 2024-2027 - endelig vedtatt,3,"KOMMUNAL PLANSTRATEGI 2024- 2027 Liste over tabeller og figurer Tabell 1 Folketallsutvikling i Hol kommune 2010-2024 fordelt på grendene. Tall per 1. januar hvert år............... 6 Figur 1 Befolkningsutvikling for ulike aldersgrupper fra 2010 til 2024. Tall per 1. januar i hvert år. Kilde: SSB 07459 .............................................................................................................................................................. 7 Figur 2 Befolkning fordelt på aldersgrupper 2023 og 2040. Kilde: SSB 07459 og 13600 (hovedalternativet MMMM). ........................................................................................................................................................ 7 Tabell 2 Antall barn i barnehagene i Hol kommune 2017 – 2024. Kilde: Kultur- og oppvekstetat ......................... 8 Tabell 3 Antall barn i grunnskolene i Hol kommune 2016-2024. Kilde: Kultur- og oppvekstetat ........................... 8 Tabell 4 Antall igangsettingstillatelser på nye ene- og tomannsboliger gitt i de ulike områdene av kommunen i perioden 2010-2023 (Matrikkeldata).............................................................................................................. 9 Tabell 5 Totalt antall hytter og stølsbuer i kommunen fordelt på ulike områder, tall fra matrikkelen, oppdatert per februar 2024. .......................................................................................................................................... 10 Tabell 6 Antall igangsettingstillatelser for hytter og stølsbuer fordelt på områder. Data fra matrikkelen. Oppdatert per februar 2024. ........................................................................................................................ 10 Tabell 7. Sysselsetting av innbyggere i Hol kommune, fordelt på næring. ........................................................... 11 Tabell 8 Arealregnskap med arealreserve fordelt på utbyggingsformål per mars 2024. ..................................... 11 Tabell 9 Arealreserve fordelt på utbyggingsformål og arealtype iht. NIBIO-AR5, per mars 2024........................ 12 Figur 3. Antall nyoppstartede næringsvirksomheter i Hol fom. 2020 tom. mars 2024. Kilde: Brønnøysundregisteret. ................................................................................................................................ 24",3,5,"folketallsutvikling, befolkningsutvikling, mmmm, ssb, befolkning, innbyggere",8,pdf,https://www.hol.kommune.no/siteassets/dokumenter-hol/plan-og-utvikling/planer-og-bestemmelser/kommuneplaner/kommuneplaner/planstrategi-2024-2027/endelig-vedtatt-kommunal-planstrategi-2024-2027.pdf
3330,Hol,3330_hol_planstrategi_2024-2027,planstrategi,Kommunal planstrategi 2024-2027 - endelig vedtatt,5,"KOMMUNAL PLANSTRATEGI 2024- 2027 kommunesamfunnet, og disse konkretiseres i kommunens handlingsdel. Kommuneplanen har 12-årsperspektiv. Kommunedelplan utarbeides gjerne for et bestemt geografisk område, tema eller virksomhetsområde i kommuneplanen der det er nødvendig med mer utfyllende føringer. I disse planene gis strategier basert på de langsiktige visjoner og mål i samfunnsdelen. Kommunedelplaner har 12-årsperspektiv, og skal ha en egen handlingsdel (4-årsperspektiv). Handlingsdel – både kommuneplanen og kommunedelplaner skal ha en handlingsdel som rulleres årlig. Den skal angi hvordan planen skal følges opp de 4 påfølgende årene. I Hol kommune er det utarbeidet handlings- og økonomiplan for 4 år som rulleres årlig. Temaplaner/sektorplaner/handlingsplaner utarbeides for å ivareta bestemte fagområder eller tema som trenger mer faglig utdyping i forhold til visjoner og mål i kommuneplanen. Planene beskriver utfordringene på det aktuelle feltet, angir mål og strategier. Disse planene bør ha en tiltaksplan som rulleres årlig Reguleringsplan er detaljerte plankart med bestemmelser for bruk, vern og utforming av arealer. Reguleringsplan kan enten være en områderegulering eller detaljregulering. Områderegulering er kommunens redskap for områdevis avklaring av arealbruk, mens detaljregulering er mer detaljert tilrettelegging for gjennomføring av tiltak. Planer for areal (kommuneplanens arealdel og reguleringsplaner) er juridisk bindende for arealbruken. 4. UTVIKLINGSTREKK I HOL KOMMUNE 2024 4.1 Befolkningsutvikling",1,1,befolkningsutvikling,2,pdf,https://www.hol.kommune.no/siteassets/dokumenter-hol/plan-og-utvikling/planer-og-bestemmelser/kommuneplaner/kommuneplaner/planstrategi-2024-2027/endelig-vedtatt-kommunal-planstrategi-2024-2027.pdf
3330,Hol,3330_hol_planstrategi_2024-2027,planstrategi,Kommunal planstrategi 2024-2027 - endelig vedtatt,6,Tabell 1 Folketallsutvikling i Hol kommune 2010-2024 fordelt på grendene. Tall per 1. januar hvert år. Alle ett-tall og to-tall i tabellen er endret til '0' eller '3' for å ivareta personvernet. Det kan derfor være avvik fra tall på kommunenivå. (Kilde: SSB 04362) (Tall fra 2010 er hentet fra tidligere planstrategi. Fra 2020 har vi SSB-tall.) Endring,1,2,"folketallsutvikling, ssb",3,pdf,https://www.hol.kommune.no/siteassets/dokumenter-hol/plan-og-utvikling/planer-og-bestemmelser/kommuneplaner/kommuneplaner/planstrategi-2024-2027/endelig-vedtatt-kommunal-planstrategi-2024-2027.pdf
3330,Hol,3330_hol_planstrategi_2024-2027,planstrategi,Kommunal planstrategi 2024-2027 - endelig vedtatt,7,Befolkningsutvikling i aldersgrupper over tid,1,1,befolkningsutvikling,2,pdf,https://www.hol.kommune.no/siteassets/dokumenter-hol/plan-og-utvikling/planer-og-bestemmelser/kommuneplaner/kommuneplaner/planstrategi-2024-2027/endelig-vedtatt-kommunal-planstrategi-2024-2027.pdf
3330,Hol,3330_hol_planstrategi_2024-2027,planstrategi,Kommunal planstrategi 2024-2027 - endelig vedtatt,7,Figur 1 Befolkningsutvikling for ulike aldersgrupper fra 2010 til 2024. Tall per 1. januar i hvert år. Kilde: SSB 07459,1,2,"befolkningsutvikling, ssb",3,pdf,https://www.hol.kommune.no/siteassets/dokumenter-hol/plan-og-utvikling/planer-og-bestemmelser/kommuneplaner/kommuneplaner/planstrategi-2024-2027/endelig-vedtatt-kommunal-planstrategi-2024-2027.pdf
3330,Hol,3330_hol_planstrategi_2024-2027,planstrategi,Kommunal planstrategi 2024-2027 - endelig vedtatt,7,"61,8 % 0-17 år 18-66 år 67-79 år 80 år og eldre Figur 2 Befolkning fordelt på aldersgrupper 2023 og 2040. Kilde: SSB 07459 og 13600 (hovedalternativet MMMM). (figuren er hentet fra planprogrammet til kommunedelplan for helse og omsorg)",2,3,"80 år og eldre, mmmm, eldre, befolkning, ssb",5,pdf,https://www.hol.kommune.no/siteassets/dokumenter-hol/plan-og-utvikling/planer-og-bestemmelser/kommuneplaner/kommuneplaner/planstrategi-2024-2027/endelig-vedtatt-kommunal-planstrategi-2024-2027.pdf
3330,Hol,3330_hol_planstrategi_2024-2027,planstrategi,Kommunal planstrategi 2024-2027 - endelig vedtatt,8,"Alderssammensetningen i Hol fremover viser at det har blitt færre unge og flere eldre i kommunen. Barnekullene i hele Hol kommune var høyere tidligere, og gikk raskt nedover på 2000-tallet. Men de siste tiårene har barnetallene ligget stabilt i likhet med folketallene i kommunen. Fødselstallene gir en pekepinn på antall barn til barnehage og skole, men stor inn- og utflytting til kommunen har stor betydning for variasjonene i barnetall.",5,1,"alderssammensetningen, flere eldre, folketallene, fødselstallene, utflytting, eldre",6,pdf,https://www.hol.kommune.no/siteassets/dokumenter-hol/plan-og-utvikling/planer-og-bestemmelser/kommuneplaner/kommuneplaner/planstrategi-2024-2027/endelig-vedtatt-kommunal-planstrategi-2024-2027.pdf
3330,Hol,3330_hol_planstrategi_2024-2027,planstrategi,Kommunal planstrategi 2024-2027 - endelig vedtatt,9,"KOMMUNAL PLANSTRATEGI 2024- 2027 Antall eldre øker i hele landet, dvs. antall personer over 80 år er forventet å mer en fordoble seg fra år 2025-2050. I Hol kommune er antall eldre noe høyere enn landsgjennomsnittet, og forventet levealder er også noe høyere. Andelen av befolkningen som er 67 år eller eldre øker. I 2020 var 20% av befolkningen i kommunen 67 år eller eldre, i 2024 er andelen 22%. 4.2 Boligutvikling",6,6,"antall eldre, over 80, levealder, 67 år, eldre, befolkningen",12,pdf,https://www.hol.kommune.no/siteassets/dokumenter-hol/plan-og-utvikling/planer-og-bestemmelser/kommuneplaner/kommuneplaner/planstrategi-2024-2027/endelig-vedtatt-kommunal-planstrategi-2024-2027.pdf
3330,Hol,3330_hol_planstrategi_2024-2027,planstrategi,Kommunal planstrategi 2024-2027 - endelig vedtatt,11,"Tabell 7. Sysselsetting av innbyggere i Hol kommune, fordelt på næring. Kilde: SSB 07984: Sysselsatte per 4. kvartal, etter region, næring (SN2007), statistikkvariabel og år",0,2,"innbyggere, ssb",2,pdf,https://www.hol.kommune.no/siteassets/dokumenter-hol/plan-og-utvikling/planer-og-bestemmelser/kommuneplaner/kommuneplaner/planstrategi-2024-2027/endelig-vedtatt-kommunal-planstrategi-2024-2027.pdf
3330,Hol,3330_hol_planstrategi_2024-2027,planstrategi,Kommunal planstrategi 2024-2027 - endelig vedtatt,13,"6. FNs BÆREKRAFTSMÅL FNs bærekraftsmål er verdens felles arbeidsplan for å utrydde fattigdom, bekjempe ulikheter og stoppe klimaendringene innen 2030. Planen består av 17 mål og 169 delmål som gjelder for alle land i verden, og regjeringen vil utarbeide en handlingsplan for målene. Hol kommune skal også arbeide etter de 17 bærekraftsmålene, og ved revisjon av overordnede styringsdokumenter skal det vises hvilke bærekraftsmål som blir berørt gjennom dokumentets mål, strategier og tiltak. Mye jobber vi allerede godt med gjennom målene i kommuneplanens samfunnsdel, men en tydeliggjøring av arbeidet med bærekraftsmålene er nødvendig. 7. REGIONAL PLANSTRATEGI FOR BUSKERUD Viken fylkeskommune vedtok regional planstrategi for Viken 2020-2024 «Veien til et bærekraftig Viken», og den gjelder frem til ny planstrategi er vedtatt for Buskerud fylkeskommune. Planstrategien skal definere hvilken retning Buskerud-samfunnet skal ta, og hvilke planer og strategier som trengs for å komme dit. Ny planstrategi for Buskerud fylkeskommune, Med hjerte for Buskerud, er p.t. på høring (høringsfrist 26. juni 2024). 8. STATUS, PRIORITERINGER OG PLANBEHOV I HOL KOMMUNE Visjonen for Hol kommune i perioden 2018-2030 er: Hol kommune skal være en trygg og god kommune å vokse opp og bo i, med vekst i folketallet, der arbeidsmarkedet er variert og hele kommunen er i bruk.",1,0,folketallet,1,pdf,https://www.hol.kommune.no/siteassets/dokumenter-hol/plan-og-utvikling/planer-og-bestemmelser/kommuneplaner/kommuneplaner/planstrategi-2024-2027/endelig-vedtatt-kommunal-planstrategi-2024-2027.pdf
3330,Hol,3330_hol_planstrategi_2024-2027,planstrategi,Kommunal planstrategi 2024-2027 - endelig vedtatt,14,"Samfunnskvaliteter 8.1 Befolkning og bolig MÅL: Minst 5.000 innbyggere i kommunen i 2030 Status: Folketallet i Hol kommunen er 4491 per 1.januar 2024. Kommunen har de siste årene en liten befolkningsøkning, etter å ha hatt en nedgang i befolkningen fra 2017 til 2021. Fødselsratene indikerer ikke vekst, og en økning i folketall kommer i hovedsak av tilflytting. En økende andel av befolkningen bor på Geilo, og det etterlyses flere og et større mangfold av boliger på markedet. Antall eldre er høyere i kommunen enn landssnittet, og vil øke vesentlig i årene frem mot 2050. Den lokale satsingen på desentralisert høyskoleutdanning gir også et økt behov for studentboliger på Geilo. Boligstrategien (2022) gir føringer for arbeidet med boligutvikling og bolyst i kommunen. I arealdelen har boligformål vært prioritert formål i alle grendene, og dette jobbes det videre med i revisjon av reguleringsplaner etter vedtatt arealdel. Det er dialog med ulike private utbyggere med tanke på igangsetting av boligprosjekter ulike steder i kommunen. Tilskudd til førstegangsetablerere starta opp i 2023, og det er per nå innvilga 21 søknader (2023:11 søknader og per mai 2024:10 søknader). Dette er økonomiske tilskudd som gir støtte til kjøp av bolig for yngre innbyggere fram til fylte 35 år. Hensikten med tilskuddet er å bidra til å beholde de unge innbyggerne og tiltrekke oss nye yngre innbyggere. Kommunen har bosatt en stor andel flyktninger de siste årene. Det er nå et behov for å mer tydelig definere kommunens rolle og fordeling av ansvarsområder for å ivareta denne gruppen. Prioriterte tema de neste årene: • Tilrettelegge for og etablere tilstrekkelig antall og varierte boliger til innbyggere og tilflyttere, i alle grender, men særlig på Geilo. • For at et økende antall eldre skal kunne bo hjemme lengre, må tilgang på egnede boenheter nær tettsteds- og bygdesentrene økes. • Tilrettelegge for grendeutvikling i alle tettstedene i kommunen slik at det skapes gode og funksjonelle grendesentrum med attraktive møteplasser og aktivitet i hvert sentrum for alle aldersgrupper • Videreføre dialog med ulike private utbyggere med tanke på igangsetting av boligprosjekter ulike steder i Hol. • Etablere/opprettholde kommunale utleieboliger i hver grend. Kan brukes til «prøvebo», jf. boligstrategien. Planbehov: • Revidere reguleringsplaner for sentrumsformål i grendene Holet, Hovet, Dagali. • Revidere sentrumsnære, eldre reguleringsplaner på Geilo med potensiale for høyere utnyttelsesgrad til boligformål.",6,11,"folketallet, befolkningsøkning, folketall, tilflytting, antall eldre, befolkning, innbyggere, befolkningen, eldre",17,pdf,https://www.hol.kommune.no/siteassets/dokumenter-hol/plan-og-utvikling/planer-og-bestemmelser/kommuneplaner/kommuneplaner/planstrategi-2024-2027/endelig-vedtatt-kommunal-planstrategi-2024-2027.pdf
